school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,15,R,GT3,A,2,1,services,services,other,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,4,12,5,4,3
GP,M,17,R,GT3,A,4,2,other,services,reputation,mother,2,1,0,no,no,no,yes,no,yes,yes,no,4,1,5,1,4,5,4,7,6,7
GP,F,16,U,GT3,T,4,4,other,teacher,reputation,mother,1,1,0,no,yes,no,yes,no,yes,no,no,4,3,4,1,2,1,2,9,12,12
GP,M,18,R,LE3,T,3,3,services,services,course,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,2,4,3,10,11,10,11
GP,F,17,U,GT3,T,2,2,services,teacher,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,4,1,1,1,5,8,9,7,8
GP,F,20,U,GT3,T,3,1,health,other,course,other,1,1,0,no,no,no,no,no,yes,no,yes,3,5,2,1,3,5,21,15,16,16
GP,F,15,U,LE3,T,4,4,other,other,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,2,1,2,1,5,12,12,13
GP,M,17,U,LE3,T,3,3,other,services,course,mother,4,2,1,no,yes,yes,no,no,yes,yes,yes,3,1,4,4,5,5,5,11,10,10
GP,M,16,U,GT3,T,4,2,health,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,3,2,14,14,15,15
GP,M,15,R,GT3,T,1,1,other,other,reputation,mother,1,2,2,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,3,9,7,6
GP,M,16,U,GT3,T,1,4,at_home,other,course,father,1,2,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,1,4,3,13,14,15
GP,F,18,U,GT3,T,2,2,services,other,home,mother,2,4,0,yes,yes,yes,yes,yes,no,yes,yes,4,4,2,1,1,5,3,8,7,6
GP,M,19,U,GT3,T,1,1,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,2,3,4,4,9,10,1
GP,F,15,U,GT3,A,4,3,health,services,home,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,1,2,5,2,7,8,10
GP,F,15,U,GT3,T,4,2,health,other,course,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,5,4,3,1,2,1,3,13,13,13
GP,F,15,U,GT3,T,2,3,other,other,home,father,1,2,1,yes,yes,no,yes,no,yes,yes,yes,3,3,2,1,1,3,1,5,8,9
GP,F,18,R,GT3,T,1,1,at_home,other,reputation,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,no,5,1,4,1,3,5,7,6,6,8
GP,M,18,U,GT3,T,1,1,other,health,home,mother,1,3,0,yes,yes,yes,no,yes,yes,yes,no,4,4,2,2,4,5,0,11,10,9
GP,M,18,U,GT3,T,1,3,other,services,course,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,3,2,1,1,2,0,8,5,1
GP,M,18,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,3,2,3,5,1,17,16,16
GP,F,17,U,LE3,T,2,2,at_home,services,reputation,mother,2,3,0,no,no,yes,yes,yes,yes,yes,no,4,3,3,3,4,3,3,8,7,8
GP,F,17,U,GT3,A,3,3,at_home,services,home,mother,1,3,0,no,no,yes,yes,yes,yes,yes,yes,4,1,3,2,3,3,6,8,7,7
GP,M,17,U,GT3,T,1,1,other,other,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,3,1,1,3,3,3,9,11,11
GP,F,15,U,LE3,T,2,2,at_home,other,other,mother,2,1,1,no,no,no,yes,yes,yes,yes,no,4,2,4,1,5,1,13,9,9,8
GP,F,15,U,LE3,T,4,0,teacher,other,home,mother,2,2,0,yes,no,yes,no,yes,yes,yes,no,2,3,3,1,1,3,3,9,9,9
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,1,yes,yes,yes,no,yes,yes,no,yes,5,3,2,1,1,1,3,5,5,6
GP,M,15,U,GT3,T,4,3,other,other,home,mother,4,1,1,no,no,yes,no,yes,yes,yes,no,3,3,2,1,1,1,5,11,14,14
GP,F,15,R,LE3,T,2,3,other,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,3,1,1,3,3,7,9,9
GP,M,15,U,GT3,T,4,2,services,health,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,5,2,1,1,5,20,18,17,19
GP,F,16,U,GT3,T,2,2,services,services,other,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,2,1,4,13,5,5,3
GP,M,17,U,GT3,T,4,4,services,health,reputation,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,3,5,8,15,15,15
GP,M,17,U,GT3,T,2,1,services,services,course,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,9,13,13,13
MS,M,18,R,GT3,A,3,3,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,3,2,4,2,3,1,7,12,12,12
GP,M,16,U,GT3,T,3,3,other,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,3,12,13,13
GP,M,15,U,LE3,T,4,4,services,other,course,father,1,1,0,no,yes,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,11,14,15
GP,F,17,R,LE3,T,3,3,other,health,other,father,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,2,3,3,11,11,11
GP,F,15,U,GT3,T,3,4,other,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,3,2,7,13,13,12
GP,F,16,U,GT3,T,3,3,services,teacher,home,father,2,1,1,no,no,yes,no,yes,yes,yes,no,3,1,2,2,3,4,11,16,16,16
GP,F,16,U,LE3,T,2,3,health,at_home,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,2,3,3,6,8,7
GP,F,16,U,GT3,T,3,1,services,other,home,father,1,1,1,no,no,no,no,no,yes,yes,no,4,4,5,1,3,5,12,4,7,6
GP,F,15,R,GT3,T,2,2,other,other,other,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,5,2,2,1,1,5,4,11,11,11
GP,F,17,U,LE3,A,4,3,other,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,3,9,9,10
GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,3,no,yes,no,no,yes,yes,no,no,4,3,5,1,5,3,14,9,10,11
GP,F,16,U,GT3,T,1,1,other,other,reputation,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,2,4,2,1,2,3,2,4,-2,-2
GP,M,16,U,GT3,T,3,1,services,services,other,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,4,1,4,14,8,8,6
GP,F,15,R,GT3,A,2,3,services,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,1,1,1,5,2,13,14,14
GP,M,16,U,GT3,T,1,1,other,services,other,father,4,1,0,yes,yes,yes,yes,no,yes,yes,no,2,3,5,1,4,5,6,11,11,12
GP,M,17,U,GT3,T,4,4,other,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,4,1,1,1,0,15,16,16
GP,M,16,U,GT3,A,2,4,services,health,reputation,father,4,1,3,no,yes,yes,no,yes,yes,yes,no,5,4,2,2,2,5,13,12,16,17
GP,M,17,U,GT3,T,3,4,services,other,course,mother,2,1,1,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,24,19,19,19
GP,M,15,U,GT3,T,3,3,other,services,home,father,1,3,0,no,yes,no,no,yes,yes,yes,no,5,4,2,1,1,5,5,14,14,15
GP,M,17,R,GT3,A,4,3,other,services,reputation,mother,1,3,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,4,5,3,16,13,13
GP,M,18,U,GT3,A,0,3,health,at_home,reputation,mother,3,2,2,yes,no,yes,yes,no,yes,no,no,5,5,3,1,3,2,16,6,7,9
MS,M,17,U,GT3,T,2,3,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,4,4,4,0,12,12,13
GP,M,15,U,GT3,T,2,1,at_home,other,home,father,1,1,0,yes,yes,yes,no,yes,yes,yes,yes,5,3,2,1,1,5,5,11,14,14
GP,F,17,U,GT3,T,2,2,other,teacher,other,mother,1,2,2,no,no,no,no,yes,yes,yes,yes,4,2,4,2,5,1,66,3,6,6
GP,F,15,U,GT3,T,2,2,other,teacher,course,father,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,2,9,11,10
GP,F,17,U,GT3,T,1,1,at_home,other,other,father,2,2,0,no,no,yes,yes,yes,yes,yes,yes,5,5,2,1,2,5,4,11,11,11
GP,M,15,U,GT3,T,4,3,teacher,other,reputation,mother,1,1,1,no,no,yes,no,yes,yes,yes,no,3,4,2,1,1,4,15,15,14,14
GP,F,16,U,GT3,T,1,1,at_home,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,1,1,4,2,6,4,-2
MS,M,17,R,LE3,T,3,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,3,4,4,3,12,12,13
MS,M,18,R,GT3,A,3,4,services,other,course,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,3,3,54,12,12,12
GP,F,17,U,GT3,T,1,1,at_home,health,home,mother,1,3,2,no,no,no,yes,no,yes,yes,yes,4,4,2,1,1,3,15,13,10,11
GP,F,15,U,GT3,T,2,1,services,teacher,course,mother,2,3,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,1,1,5,3,10,-2,-2
GP,F,16,U,GT3,T,2,2,at_home,other,home,father,2,2,1,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,3,5,5,8,8
GP,M,15,U,GT3,T,3,2,services,other,home,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,1,3,17,18,19
GP,M,17,U,GT3,A,4,2,other,at_home,reputation,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,5,1,5,5,5,7,6,7
GP,F,18,U,LE3,T,4,4,teacher,teacher,other,mother,1,4,0,yes,yes,no,yes,yes,yes,yes,no,4,2,5,1,1,5,3,8,9,9
MS,M,18,U,GT3,T,4,4,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,4,2,4,2,1,11,11,1
GP,F,16,U,GT3,T,4,4,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,3,4,3,2,2,1,6,11,11,12
GP,F,17,U,GT3,T,3,3,services,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,1,5,2,10,10,9
GP,M,16,U,GT3,T,1,3,other,services,course,mother,2,1,0,no,yes,yes,no,yes,yes,yes,no,5,3,5,4,5,5,1,8,8,9
GP,M,15,R,GT3,T,2,2,services,services,other,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,4,13,8,7,6
GP,M,15,U,GT3,T,1,1,other,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,no,no,3,2,4,1,1,5,5,9,7,7
GP,F,17,U,LE3,T,1,1,at_home,other,reputation,mother,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,2,3,3,18,10,8,8
GP,F,18,U,LE3,T,3,3,other,services,course,mother,2,2,1,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,3,12,8,8,7
GP,M,18,U,LE3,T,1,3,other,services,course,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,2,1,4,11,11,11
GP,F,18,R,GT3,T,4,2,teacher,services,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,5,3,4,5,5,5,14,9,9,9
GP,M,19,U,LE3,T,4,4,health,other,reputation,other,2,3,0,no,no,no,yes,yes,yes,yes,no,2,4,5,2,5,2,3,11,10,1
GP,M,16,R,GT3,T,3,1,services,at_home,course,father,1,2,0,no,no,yes,no,yes,yes,yes,no,5,3,3,1,2,5,5,17,16,16
MS,F,20,U,GT3,A,4,4,health,services,home,other,2,3,0,no,no,yes,no,yes,yes,yes,yes,2,4,3,1,2,2,7,13,12,13
GP,M,19,R,LE3,A,1,1,services,other,home,other,1,1,0,no,yes,yes,no,yes,no,yes,no,3,4,3,1,2,5,10,15,13,14
GP,M,15,U,GT3,T,3,3,services,other,course,father,2,1,0,yes,yes,yes,no,yes,yes,yes,yes,1,2,3,3,2,5,7,13,13,13
MS,M,18,U,GT3,T,2,2,at_home,other,other,mother,2,3,1,yes,yes,yes,no,yes,yes,yes,no,4,1,4,2,4,3,2,8,8,9
GP,F,16,U,GT3,T,2,4,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,yes,4,4,4,1,4,5,4,10,11,12
GP,F,16,U,GT3,T,2,1,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,1,9,10,10
MS,M,21,R,GT3,A,3,2,other,other,course,other,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,1,4,3,1,11,9,8
GP,M,17,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,4,2,4,4,1,11,1,1
GP,F,16,U,LE3,T,2,2,services,services,other,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,1,1,4,13,5,5,3
GP,F,19,U,GT3,T,1,1,other,other,course,other,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,5,18,10,8,9
GP,F,18,U,GT3,T,4,4,teacher,teacher,course,other,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,5,0,5,-2,-2
GP,F,16,U,LE3,T,3,1,other,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,2,4,4,2,9,10,10
GP,F,18,R,GT3,T,2,2,services,services,course,mother,1,3,0,yes,no,yes,yes,yes,yes,yes,no,3,3,4,5,5,3,5,9,9,9
GP,M,17,U,LE3,T,3,4,services,other,reputation,father,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,4,1,2,17,18,19
MS,M,18,U,GT3,T,3,1,at_home,services,home,mother,1,1,1,no,yes,no,no,yes,no,yes,yes,4,3,4,2,4,5,1,10,9,1
GP,M,19,U,GT3,A,4,4,other,other,reputation,other,1,3,0,no,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,1,20,15,14,14
GP,M,17,U,GT3,T,4,3,teacher,other,course,mother,1,3,1,no,no,no,no,yes,yes,no,no,3,1,3,1,1,4,5,19,19,19
GP,F,15,U,GT3,T,4,3,services,services,other,father,1,1,0,no,yes,no,no,no,yes,yes,no,3,4,3,1,1,5,0,10,13,13
GP,F,15,U,GT3,T,3,2,other,health,reputation,mother,1,3,0,yes,yes,yes,no,yes,yes,no,no,5,4,4,2,3,5,10,8,8,9
GP,F,17,U,GT3,A,0,3,other,at_home,reputation,father,2,2,1,no,yes,no,yes,yes,yes,yes,no,3,2,3,1,1,4,9,11,9,9
GP,F,16,U,GT3,T,4,4,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,no,no,5,3,5,1,1,2,12,6,7,8
GP,F,15,U,GT3,T,4,4,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,1,4,4,3,9,11,12
GP,F,16,U,GT3,T,4,4,services,other,course,mother,1,3,0,yes,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,2,23,5,5,4
GP,M,16,U,GT3,T,3,3,services,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,no,no,4,4,4,2,5,5,10,8,8,7
GP,F,15,U,LE3,T,2,2,services,other,reputation,mother,3,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,2,3,2,2,12,11,11
GP,M,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,yes,no,no,no,yes,yes,yes,no,5,3,4,1,1,5,0,14,13,13
GP,F,15,U,GT3,T,1,2,other,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,1,3,1,1,4,7,8,8,7
MS,F,18,U,LE3,A,4,4,teacher,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,5,2,3,4,7,4,3,4
MS,F,17,U,GT3,T,3,1,services,services,home,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,5,3,5,5,3,12,14,14
GP,M,17,U,GT3,T,1,1,other,services,course,father,1,2,0,no,no,no,no,no,yes,yes,no,5,4,2,2,4,3,4,14,12,13
GP,M,17,U,GT3,T,3,4,other,services,reputation,father,2,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,3,18,18,18
GP,M,16,U,GT3,T,3,4,services,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,1,2,3,1,1,3,16,13,14,13
GP,M,15,U,GT3,T,3,3,services,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,3,2,5,2,4,5,17,13,13,13
GP,M,17,U,LE3,T,4,3,teacher,at_home,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,5,2,5,1,2,17,16,16
GP,F,15,U,GT3,T,4,3,services,services,course,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,4,4,4,1,3,1,1,6,8,9
GP,M,16,U,GT3,T,4,4,other,other,reputation,mother,2,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,2,3,3,14,16,17
GP,M,16,U,GT3,A,3,4,health,services,other,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,5,5,3,0,14,14,14
GP,M,16,U,GT3,T,3,2,teacher,other,course,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,2,5,3,2,4,1,2,10,9,9
GP,M,15,U,GT3,T,2,2,services,other,home,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,25,14,14,14
GP,M,16,U,LE3,T,2,2,services,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,5,18,8,8,7
GP,F,17,U,LE3,T,4,3,health,services,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,1,1,5,3,7,8,10
GP,M,15,U,GT3,T,3,2,other,other,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,2,1,1,1,2,15,16,16
GP,M,19,U,GT3,T,3,3,services,services,home,other,2,1,0,no,yes,no,no,yes,no,yes,no,2,3,3,1,3,3,15,12,13,12
GP,F,18,U,LE3,T,4,4,health,other,home,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,2,3,4,4,12,11,11
GP,F,15,U,GT3,A,4,3,teacher,services,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,2,5,1,12,13,13
GP,F,17,R,GT3,T,3,2,other,other,course,father,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,5,4,4,1,1,5,7,5,5,6
GP,F,16,U,GT3,T,3,1,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,2,5,7,7,8
GP,M,15,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,2,5,19,20,20
GP,M,17,R,GT3,T,2,1,other,other,reputation,father,1,2,1,no,no,no,yes,yes,no,yes,yes,5,3,3,3,3,4,17,10,9,8
GP,M,17,U,LE3,T,1,0,services,health,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,3,4,1,1,1,1,2,15,16,16
GP,F,16,U,LE3,T,4,2,teacher,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,3,5,1,13,13,14
GP,F,15,U,LE3,T,3,3,other,other,course,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,2,5,3,7,8,9
GP,F,16,U,GT3,T,2,3,at_home,teacher,home,father,4,2,0,yes,no,yes,yes,no,yes,yes,no,1,4,4,1,4,1,52,4,8,7
GP,F,17,U,GT3,T,1,1,other,other,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,2,4,4,21,7,7,6
GP,M,15,U,GT3,A,3,4,services,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,1,3,17,18,19
GP,M,16,U,GT3,A,3,3,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,2,4,1,15,14,14
GP,M,16,U,LE3,A,4,4,other,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,2,1,1,11,10,11
GP,F,16,R,GT3,T,4,4,teacher,other,reputation,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,1,2,3,5,1,12,13,13
GP,F,18,U,LE3,T,2,2,services,services,home,mother,1,2,2,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,2,2,1,7,6,7
GP,M,17,U,GT3,T,2,4,at_home,other,course,father,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,2,4,3,2,18,16,16
GP,F,16,U,GT3,T,2,1,services,other,course,father,1,1,0,no,no,yes,no,yes,yes,no,yes,4,4,2,1,1,5,2,11,12,11
GP,M,17,U,LE3,T,4,4,health,services,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,5,4,4,2,2,5,6,15,15,15
GP,M,17,U,GT3,T,3,1,other,other,reputation,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,2,1,1,1,2,15,16,16
GP,M,17,R,GT3,T,3,3,other,services,course,mother,2,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,5,5,11,10,12
MS,F,17,U,GT3,T,1,1,at_home,other,course,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,2,3,4,3,3,4
MS,F,18,R,GT3,T,4,4,other,teacher,course,mother,1,2,0,yes,yes,no,no,yes,no,no,yes,4,2,1,1,1,4,1,9,10,10
GP,F,16,U,GT3,T,1,2,other,other,reputation,mother,2,4,0,no,no,yes,no,yes,yes,yes,no,1,2,3,1,1,5,0,10,10,9
GP,M,17,U,GT3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,3,4,5,1,14,12,11
GP,F,17,U,LE3,T,1,1,at_home,other,course,mother,2,2,3,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,5,5,5,7,7
MS,F,17,U,GT3,T,3,2,other,at_home,course,father,1,4,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,2,2,1,2,9,9,9
GP,M,16,U,GT3,T,4,4,health,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,2,3,15,15,15
GP,F,15,U,GT3,T,4,3,other,health,reputation,father,2,3,0,no,no,yes,no,yes,yes,yes,no,4,4,2,1,1,5,1,12,13,13
MS,M,17,U,LE3,T,3,1,other,services,home,mother,1,3,0,no,no,no,yes,yes,yes,yes,yes,4,5,2,1,1,3,6,15,17,17
GP,M,15,R,LE3,T,3,3,other,other,course,father,2,2,1,no,no,yes,yes,yes,yes,no,yes,3,3,4,2,5,2,1,8,10,1
GP,M,16,U,GT3,T,1,2,at_home,other,course,mother,4,2,0,no,yes,yes,no,no,yes,yes,no,5,5,5,1,4,3,4,11,12,12
GP,F,15,U,GT3,A,3,3,other,services,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,5,1,7,8,9
GP,F,17,R,LE3,T,3,3,services,health,course,mother,2,1,2,no,no,no,no,yes,yes,yes,yes,5,1,4,1,3,4,68,14,10,10
MS,F,18,U,GT3,T,3,1,teacher,other,home,father,3,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,2,7,6,8
GP,F,17,U,GT3,T,4,4,teacher,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,1,3,3,4,9,7,8
GP,F,15,U,GT3,T,3,3,other,services,reputation,father,1,2,0,no,no,yes,no,yes,yes,yes,no,5,3,4,5,5,5,8,8,9,9
GP,M,18,R,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,3,4,3,2,11,10,11
GP,F,17,R,LE3,T,2,1,other,services,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,no,2,3,3,1,1,3,5,8,9,9
GP,F,15,U,GT3,T,3,3,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,2,2,1,1,5,4,8,9,10
MS,M,19,R,GT3,T,1,1,other,services,reputation,other,2,4,0,no,yes,yes,no,yes,yes,yes,yes,4,4,4,2,5,1,5,8,8,9
GP,F,17,R,GT3,T,4,4,other,other,other,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,2,4,4,1,1,5,2,5,5,5
GP,M,18,U,GT3,T,2,1,services,other,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,3,2,4,4,1,9,9,1
GP,F,17,U,GT3,T,4,4,other,other,reputation,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,5,2,11,13,13
GP,M,17,R,GT3,T,4,4,teacher,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,4,0,9,9,9
GP,F,15,U,GT3,A,4,4,teacher,other,home,mother,3,3,3,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,1,7,8,8
GP,F,15,U,GT3,T,1,1,other,other,home,mother,2,2,1,yes,no,no,yes,no,yes,yes,yes,5,3,2,1,1,3,3,5,6,9
GP,M,16,U,GT3,T,2,2,services,other,reputation,father,1,1,0,no,no,yes,yes,no,yes,no,yes,1,3,5,5,5,5,2,14,14,13
MS,M,17,R,GT3,T,2,1,other,other,course,father,3,2,0,no,no,yes,no,yes,yes,yes,yes,5,2,2,2,2,5,3,14,14,14
GP,F,17,U,GT3,T,4,4,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,12,3,3,3
GP,M,18,R,GT3,T,2,3,at_home,services,reputation,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,4,1,4,5,3,7,6,7
MS,F,18,U,GT3,T,3,2,teacher,other,home,mother,3,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,1,3,2,7,7,8
MS,M,17,U,GT3,T,2,2,at_home,other,reputation,mother,1,1,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,1,3,19,13,12,11
MS,F,17,U,GT3,A,2,3,other,services,reputation,mother,1,3,0,no,no,no,no,no,yes,yes,yes,4,3,2,1,1,3,1,12,14,14
GP,F,15,U,GT3,T,3,2,services,other,home,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,4,4,4,1,1,3,16,5,5,4
GP,M,18,U,GT3,T,2,3,other,other,course,mother,3,1,3,no,no,no,yes,yes,yes,yes,no,4,3,5,3,5,2,1,9,8,1
GP,F,15,U,LE3,T,2,2,services,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,1,1,4,2,13,13,12
GP,F,18,R,GT3,T,1,2,other,other,home,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,3,7,9,9,9
GP,M,18,R,GT3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,no,no,3,2,3,1,1,3,3,16,15,15
